drug,map
CID-90241673,198870
CID-11331592,198871
CID-9855823,198872
CID-46886486,198873
CID-45257111,198874
CID-11849789,198875
CID-11957727,198876
CID-44315476,198877
CID-16267445,198878
CID-46854449,198879
CID-5479525,198880
CID-44141939,198881
CID-44460874,198882
CID-10015055,198883
CID-12000062,198884
CID-5287684,198885
CID-25022354,198886
CID-10917690,198887
CID-3397178,198888
CID-46232967,198889
CID-10420292,198890
CID-11362035,198891
CID-11422035,198892
CID-46936398,198893
CID-10782907,198894
CID-444397,198895
CID-44156964,198896
CID-8321,198897
CID-11701437,198898
CID-12647300,198899
CID-46901443,198900
CID-6188165,198901
CID-9840900,198902
CID-44613068,198903
CID-12044728,198904
CID-15599147,198905
CID-9869699,198906
CID-50915156,198907
CID-36314,198908
CID-5459322,198909
CID-44272006,198910
CID-46885586,198911
CID-9884318,198912
CID-56835134,198913
CID-56843276,198914
CID-3033821,198915
CID-24478,198916
CID-70678557,198917
CID-1712095,198918
CID-23635754,198919
CID-46936210,198920
CID-9806149,198921
CID-10389639,198922
CID-6918606,198923
CID-11788412,198924
CID-44398369,198925
CID-54675783,198926
CID-11427553,198927
CID-9906670,198928
CID-444499,198929
CID-10659706,198930
CID-445975,198931
CID-9859279,198932
CID-44273865,198933
CID-44314178,198934
CID-11595053,198935
CID-10849325,198936
CID-85875,198937
CID-5312122,198938
CID-23725212,198939
CID-443406,198940
CID-25113616,198941
CID-692331,198942
CID-6102761,198943
CID-13953710,198944
CID-16212596,198945
CID-45268539,198946
CID-456255,198947
CID-5496887,198948
CID-3361967,198949
CID-44331573,198950
CID-10484741,198951
CID-73755260,198952
CID-20832907,198953
CID-25235773,198954
CID-448167,198955
CID-46887422,198956
CID-6914513,198957
CID-91801114,198958
CID-134611897,198959
CID-10333698,198960
CID-2737071,198961
CID-44388055,198962
CID-6914564,198963
CID-44452507,198964
CID-44406786,198965
CID-5749,198966
CID-44577345,198967
CID-16122567,198968
CID-11545181,198969
CID-11709748,198970
CID-44455840,198971
CID-44432677,198972
CID-16759933,198973
CID-9549223,198974
CID-44321256,198975
CID-44589165,198976
CID-3552928,198977
CID-405489,198978
CID-44322961,198979
CID-2422,198980
CID-6918778,198981
CID-131704317,198982
CID-11624481,198983
CID-19930853,198984
CID-10446279,198985
CID-60531,198986
CID-6437850,198987
CID-44543271,198988
CID-57637,198989
CID-44409452,198990
CID-49864196,198991
CID-5288869,198992
CID-441140,198993
CID-9823741,198994
CID-2760172,198995
CID-46229111,198996
CID-2874943,198997
CID-6323250,198998
CID-10269001,198999
CID-17759780,199000
CID-24779745,199001
CID-9934294,199002
CID-33613,199003
CID-4469371,199004
CID-46889848,199005
CID-9847259,199006
CID-44332186,199007
CID-44264453,199008
CID-44364764,199009
CID-51039094,199010
CID-3973230,199011
CID-17397714,199012
CID-44435039,199013
CID-44584172,199014
CID-72941926,199015
CID-6279,199016
CID-20293994,199017
CID-65957,199018
CID-11382033,199019
CID-17748437,199020
CID-73755075,199021
CID-193319,199022
CID-44428320,199023
CID-56603774,199024
CID-5282450,199025
CID-91827357,199026
CID-210332,199027
CID-3035000,199028
CID-9991833,199029
CID-73755219,199030
CID-44129629,199031
CID-5015763,199032
CID-25139332,199033
CID-77022,199034
CID-44388694,199035
CID-6851947,199036
CID-1757,199037
CID-4722575,199038
CID-3908369,199039
CID-10082417,199040
CID-5477804,199041
CID-9851724,199042
CID-53630394,199043
CID-44404479,199044
CID-11708692,199045
CID-672296,199046
CID-11259905,199047
CID-44626814,199048
CID-44437611,199049
CID-46936846,199050
CID-45073499,199051
CID-3052776,199052
CID-53480417,199053
CID-53319290,199054
CID-5311188,199055
CID-11525740,199056
CID-11482965,199057
CID-45269680,199058
CID-54732242,199059
CID-44611435,199060
CID-44449258,199061
CID-46894037,199062
CID-31307,199063
CID-51051074,199064
CID-15541180,199065
CID-46830328,199066
CID-44409443,199067
CID-44434741,199068
CID-45483527,199069
CID-52945668,199070
CID-15601738,199071
CID-44452446,199072
CID-893637,199073
CID-44137946,199074
CID-5284359,199075
CID-45483406,199076
CID-15602701,199077
CID-4292,199078
CID-6324668,199079
CID-11637576,199080
CID-6006216,199081
CID-1549120,199082
CID-444028,199083
CID-44306269,199084
CID-44404907,199085
CID-6041,199086
CID-688859,199087
CID-17937479,199088
CID-13720753,199089
CID-6365297,199090
CID-25798548,199091
CID-46937080,199092
CID-60775,199093
CID-16747715,199094
CID-51000408,199095
CID-25113172,199096
CID-10354294,199097
CID-44324916,199098
CID-9870520,199099
CID-5287540,199100
CID-42607959,199101
CID-12462654,199102
CID-13109,199103
CID-5362065,199104
CID-44325420,199105
CID-53380437,199106
CID-175468,199107
CID-356405,199108
CID-14425906,199109
CID-135565596,199110
CID-16197725,199111
CID-10222714,199112
CID-13687209,199113
CID-1087842,199114
CID-9549304,199115
CID-16158208,199116
CID-132969,199117
CID-44589292,199118
CID-445966,199119
CID-44315786,199120
CID-14301629,199121
CID-162955,199122
CID-75737,199123
CID-44321159,199124
CID-12996705,199125
CID-25069592,199126
CID-10457944,199127
CID-44379685,199128
CID-9916461,199129
CID-11520239,199130
CID-44138031,199131
CID-44478925,199132
CID-21672692,199133
CID-11966124,199134
CID-24996885,199135
CID-3253193,199136
CID-45487772,199137
CID-42608447,199138
CID-44626902,199139
CID-5428913,199140
CID-10267087,199141
CID-21868720,199142
CID-23645365,199143
CID-25129089,199144
CID-72941955,199145
CID-21496278,199146
CID-16157882,199147
CID-6918071,199148
CID-16720766,199149
CID-11560787,199150
CID-9890585,199151
CID-65901,199152
CID-44588841,199153
CID-9872620,199154
CID-44577307,199155
CID-44411850,199156
CID-5702045,199157
CID-4369103,199158
CID-78062,199159
CID-10946567,199160
CID-24939279,199161
CID-46936889,199162
CID-5311208,199163
CID-9916058,199164
CID-824266,199165
CID-10667433,199166
CID-443873,199167
CID-371512,199168
CID-53321936,199169
CID-5282237,199170
CID-5328453,199171
CID-447736,199172
CID-439418,199173
CID-10275001,199174
CID-11957626,199175
CID-42625451,199176
CID-171833,199177
CID-44320996,199178
CID-44458238,199179
CID-11809364,199180
CID-16007391,199181
CID-10174812,199182
CID-44576252,199183
CID-46887866,199184
CID-192827,199185
CID-6646,199186
CID-11506923,199187
CID-44316364,199188
CID-9817640,199189
CID-73896915,199190
CID-44293339,199191
CID-448841,199192
CID-73755005,199193
CID-72722243,199194
CID-71308726,199195
CID-9863672,199196
CID-50991498,199197
CID-44407521,199198
CID-13559281,199199
CID-11840934,199200
CID-46905036,199201
CID-42627755,199202
CID-9834769,199203
CID-1231330,199204
CID-44388496,199205
CID-1794427,199206
CID-44579961,199207
CID-10445833,199208
CID-11609579,199209
CID-164088,199210
CID-656755,199211
CID-121488177,199212
CID-6918385,199213
CID-15693952,199214
CID-6324664,199215
CID-44575854,199216
CID-44571,199217
CID-1483401,199218
CID-5472558,199219
CID-9908587,199220
CID-24768547,199221
CID-6077765,199222
CID-44576248,199223
CID-44560052,199224
CID-70691448,199225
CID-599290,199226
CID-42618026,199227
CID-11470979,199228
CID-8023988,199229
CID-23645104,199230
CID-5288250,199231
CID-44456500,199232
CID-821478,199233
CID-23643731,199234
CID-9552077,199235
CID-9883607,199236
CID-9815231,199237
CID-446245,199238
CID-46937056,199239
CID-45484883,199240
CID-23724530,199241
CID-16125106,199242
CID-46235922,199243
CID-25099184,199244
CID-6445533,199245
CID-11948463,199246
CID-10756633,199247
CID-178080,199248
CID-53321930,199249
CID-15693949,199250
CID-5169,199251
CID-10149595,199252
CID-127912,199253
CID-5289621,199254
CID-77991,199255
CID-16129616,199256
CID-44430008,199257
CID-44434485,199258
CID-6047,199259
CID-444849,199260
CID-10060170,199261
CID-9965481,199262
CID-56964346,199263
CID-389610,199264
CID-44421960,199265
CID-124333,199266
CID-4474,199267
CID-1036901,199268
CID-10455969,199269
CID-4052597,199270
CID-75929,199271
CID-14898716,199272
CID-9851889,199273
CID-9867609,199274
CID-46936582,199275
CID-24752838,199276
CID-16742063,199277
CID-24197550,199278
CID-446977,199279
CID-7405,199280
CID-22359367,199281
CID-44405656,199282
CID-10521421,199283
CID-23645102,199284
CID-57464194,199285
CID-11460087,199286
CID-11708325,199287
CID-44424649,199288
CID-16102753,199289
CID-46936196,199290
CID-656580,199291
CID-11193842,199292
CID-16759160,199293
CID-2176767,199294
CID-854026,199295
CID-129558,199296
CID-6604840,199297
CID-703965,199298
CID-11521450,199299
CID-9892249,199300
CID-9906770,199301
CID-46889924,199302
CID-42645487,199303
CID-23815478,199304
CID-181620,199305
CID-9971931,199306
CID-5283062,199307
CID-16750192,199308
CID-54724899,199309
CID-133966,199310
CID-11322641,199311
CID-11696664,199312
CID-16155098,199313
CID-657081,199314
CID-10539813,199315
CID-11500603,199316
CID-16051023,199317
CID-131704253,199318
CID-54733935,199319
CID-16725726,199320
CID-53394034,199321
CID-51353551,199322
CID-10021483,199323
CID-11465618,199324
CID-46888441,199325
CID-5329338,199326
CID-10263487,199327
CID-6438730,199328
CID-46222244,199329
CID-21117106,199330
CID-9811445,199331
CID-16718576,199332
CID-5459374,199333
CID-9816048,199334
CID-93176,199335
CID-468595,199336
CID-899774,199337
CID-337743,199338
CID-56973695,199339
CID-10535232,199340
CID-10636110,199341
CID-73755169,199342
CID-5477803,199343
CID-21772,199344
CID-122211,199345
CID-11520238,199346
CID-9813637,199347
CID-5280733,199348
CID-46887242,199349
CID-9947999,199350
CID-44584679,199351
CID-46911384,199352
CID-9827968,199353
CID-16086368,199354
CID-99291,199355
CID-16203255,199356
CID-14849849,199357
CID-2385541,199358
CID-44396235,199359
CID-6420039,199360
CID-44542809,199361
CID-129319,199362
CID-44243462,199363
CID-44583374,199364
CID-11116249,199365
CID-44275895,199366
CID-44297094,199367
CID-440667,199368
CID-60728,199369
CID-11287488,199370
CID-6539361,199371
CID-52945923,199372
CID-44407700,199373
CID-24892823,199374
CID-104762,199375
CID-23644953,199376
CID-45110000,199377
CID-476861,199378
CID-178052,199379
CID-60182389,199380
CID-3047299,199381
CID-20384324,199382
CID-446986,199383
CID-44582620,199384
CID-52949124,199385
CID-9907847,199386
CID-10427620,199387
CID-9914857,199388
CID-56603726,199389
CID-11521822,199390
CID-11583137,199391
CID-11743147,199392
CID-802,199393
CID-44434719,199394
CID-16758228,199395
CID-848641,199396
CID-11492732,199397
CID-6379794,199398
CID-24768353,199399
CID-44442088,199400
CID-46215799,199401
CID-135539077,199402
CID-44424809,199403
CID-11270783,199404
CID-10851507,199405
CID-25154729,199406
CID-46222696,199407
CID-5326977,199408
CID-9815539,199409
CID-46926513,199410
CID-10086803,199411
CID-1240423,199412
CID-131704205,199413
CID-6538897,199414
CID-6442424,199415
CID-10426487,199416
CID-11579722,199417
CID-5289247,199418
CID-44269043,199419
CID-6621435,199420
CID-44234914,199421
CID-9881989,199422
CID-15508240,199423
CID-192308,199424
CID-44401937,199425
CID-11840917,199426
CID-46877396,199427
CID-5327073,199428
CID-11499788,199429
CID-9897771,199430
CID-16133798,199431
CID-73755162,199432
CID-9882618,199433
CID-42598643,199434
CID-44418728,199435
CID-9878572,199436
CID-44397502,199437
CID-91754484,199438
CID-72287,199439
CID-5481350,199440
CID-44397405,199441
CID-9904788,199442
CID-44565151,199443
CID-21106426,199444
CID-5462508,199445
CID-3035974,199446
CID-44435802,199447
CID-10413640,199448
CID-447277,199449
CID-44565205,199450
CID-10869340,199451
CID-10640,199452
CID-9822159,199453
CID-70689167,199454
CID-11547499,199455
CID-44568364,199456
CID-6003770,199457
CID-57523087,199458
CID-91867,199459
CID-10106010,199460
CID-405487,199461
CID-11302766,199462
CID-586971,199463
CID-11594901,199464
CID-9799478,199465
CID-71962,199466
CID-11608287,199467
CID-132111,199468
CID-177831,199469
CID-12361788,199470
CID-51349239,199471
CID-10176414,199472
CID-6914633,199473
CID-46898058,199474
CID-5329850,199475
CID-135398687,199476
CID-44560053,199477
CID-447695,199478
CID-24774602,199479
CID-445248,199480
CID-13057872,199481
CID-9905233,199482
CID-688467,199483
CID-9842381,199484
CID-73336238,199485
CID-13654029,199486
CID-46944259,199487
CID-343759,199488
CID-44323762,199489
CID-46225260,199490
CID-9855524,199491
CID-6287,199492
CID-10085818,199493
CID-7342912,199494
CID-44380941,199495
CID-7498,199496
CID-5924208,199497
CID-16094779,199498
CID-44564582,199499
CID-6506051,199500
CID-56998,199501
CID-25093397,199502
CID-8200,199503
CID-21867154,199504
CID-44419251,199505
CID-11345725,199506
CID-447652,199507
CID-11471732,199508
CID-4369234,199509
CID-2777,199510
CID-9803245,199511
CID-10850308,199512
CID-164509,199513
CID-15942658,199514
CID-16214871,199515
CID-17754203,199516
CID-393035,199517
CID-46906936,199518
CID-11552020,199519
CID-44272797,199520
CID-16109442,199521
CID-22254582,199522
CID-44624062,199523
CID-44418303,199524
CID-9927748,199525
CID-10331436,199526
CID-53323295,199527
CID-3085877,199528
CID-10609576,199529
CID-11536043,199530
CID-10062702,199531
CID-44352179,199532
CID-11794741,199533
CID-173871,199534
CID-44299093,199535
CID-46937086,199536
CID-35025716,199537
CID-56947074,199538
CID-16043019,199539
CID-6439929,199540
CID-4100860,199541
CID-73755157,199542
CID-44408687,199543
CID-36811,199544
CID-58031952,199545
CID-9980573,199546
CID-3161908,199547
CID-44449696,199548
CID-5775,199549
CID-25216937,199550
CID-636835,199551
CID-44577332,199552
CID-16129620,199553
CID-6842999,199554
CID-11291923,199555
CID-6918161,199556
CID-6435286,199557
CID-91864511,199558
CID-14898720,199559
CID-45267372,199560
CID-473570,199561
CID-11664525,199562
CID-46887511,199563
CID-44147684,199564
CID-46705423,199565
CID-44584373,199566
CID-6280,199567
CID-178014,199568
CID-44576039,199569
CID-245005,199570
CID-6714002,199571
CID-12431922,199572
CID-46937143,199573
CID-49866368,199574
CID-5284555,199575
CID-16040268,199576
CID-47379737,199577
CID-697226,199578
CID-9811704,199579
CID-11426483,199580
CID-44321257,199581
CID-4297278,199582
CID-73755209,199583
CID-65981,199584
CID-45484884,199585
CID-11236560,199586
CID-11659487,199587
CID-1550836,199588
CID-445770,199589
CID-44450288,199590
CID-10015867,199591
CID-135408972,199592
CID-11650985,199593
CID-10705898,199594
CID-16220008,199595
CID-28971834,199596
CID-105034,199597
CID-44396734,199598
CID-3221297,199599
CID-10416726,199600
CID-52952605,199601
CID-44388113,199602
CID-44406272,199603
CID-10644450,199604
CID-23116322,199605
CID-658198,199606
CID-24883466,199607
CID-45270264,199608
CID-66004,199609
CID-24963048,199610
CID-10198539,199611
CID-44393041,199612
CID-4988454,199613
CID-10240,199614
CID-350589,199615
CID-44418307,199616
CID-3847395,199617
CID-3001055,199618
CID-13037317,199619
CID-24745335,199620
CID-441361,199621
CID-122978,199622
CID-181254,199623
CID-43450811,199624
CID-10264015,199625
CID-2740174,199626
CID-970375,199627
CID-23668825,199628
CID-5289348,199629
CID-44581765,199630
CID-3035058,199631
CID-11597537,199632
CID-35330,199633
CID-3247059,199634
CID-25113614,199635
CID-44567596,199636
CID-71311951,199637
CID-16202725,199638
CID-13720748,199639
CID-3036505,199640
CID-5289215,199641
CID-13765,199642
CID-3641059,199643
CID-24772180,199644
CID-46854655,199645
CID-644212,199646
CID-10244983,199647
CID-23643732,199648
CID-5312287,199649
CID-10699948,199650
CID-16132438,199651
CID-6438382,199652
CID-10352496,199653
CID-44590779,199654
CID-11717472,199655
CID-3081907,199656
CID-44408399,199657
CID-25192477,199658
CID-2734377,199659
CID-2733516,199660
CID-9860003,199661
CID-25093377,199662
CID-46891225,199663
CID-71681016,199664
CID-44426827,199665
CID-6249,199666
CID-46232098,199667
CID-71716572,199668
CID-24796742,199669
CID-9892148,199670
CID-44323962,199671
CID-152306,199672
CID-45275255,199673
CID-45141381,199674
CID-44365228,199675
CID-44588838,199676
CID-46184240,199677
CID-71137,199678
CID-656966,199679
CID-9911482,199680
CID-6918269,199681
CID-44429300,199682
CID-56603688,199683
CID-16760286,199684
CID-23649245,199685
CID-25054913,199686
CID-11339118,199687
CID-11290116,199688
CID-23712949,199689
CID-10220590,199690
CID-11392969,199691
CID-16017,199692
CID-24860514,199693
CID-360384,199694
CID-44564583,199695
CID-46888007,199696
CID-71556703,199697
CID-44577335,199698
CID-11301185,199699
CID-13996240,199700
CID-44413216,199701
CID-16654987,199702
CID-473571,199703
CID-46887475,199704
CID-9873888,199705
CID-9815560,199706
CID-44411975,199707
CID-16221434,199708
CID-44459941,199709
CID-16095342,199710
CID-135398510,199711
CID-10463948,199712
CID-5287408,199713
CID-24836813,199714
CID-11184341,199715
CID-44568764,199716
CID-10296414,199717
CID-25196851,199718
CID-126225,199719
CID-447873,199720
CID-23635367,199721
CID-67171867,199722
CID-46937084,199723
CID-44250176,199724
CID-45103913,199725
CID-11288114,199726
CID-14595512,199727
CID-5312146,199728
CID-11567667,199729
CID-9881815,199730
CID-44351692,199731
CID-444761,199732
CID-5311017,199733
CID-9954405,199734
CID-6439276,199735
CID-14537244,199736
CID-24983461,199737
CID-44438240,199738
CID-44465947,199739
CID-643976,199740
CID-15508178,199741
CID-10192705,199742
CID-5282190,199743
CID-22615724,199744
CID-50996844,199745
CID-202785,199746
CID-11256720,199747
CID-11715520,199748
CID-11610553,199749
CID-24749831,199750
CID-1358608,199751
CID-189821,199752
CID-25079030,199753
CID-125348,199754
CID-42638006,199755
CID-2673074,199756
CID-9994707,199757
CID-44614165,199758
CID-44456421,199759
CID-5488548,199760
CID-11500493,199761
CID-9547958,199762
CID-44432658,199763
CID-11321863,199764
CID-46914766,199765
CID-5729339,199766
CID-46232132,199767
CID-10680274,199768
CID-126761,199769
CID-5311022,199770
CID-5331010,199771
CID-20299,199772
CID-204058,199773
CID-25216936,199774
CID-445555,199775
CID-44341260,199776
CID-44568810,199777
CID-5288215,199778
CID-336008,199779
CID-9796571,199780
CID-11695867,199781
CID-10535869,199782
CID-45263220,199783
CID-57327016,199784
CID-174159,199785
CID-44460581,199786
CID-242332,199787
CID-478379,199788
CID-6830,199789
CID-44431465,199790
CID-24894072,199791
CID-119198,199792
CID-44243424,199793
CID-104406,199794
CID-42642719,199795
CID-173566,199796
CID-22319484,199797
CID-6420152,199798
CID-11498260,199799
CID-23635860,199800
CID-44412879,199801
CID-66451,199802
CID-194328,199803
CID-22638512,199804
CID-1941,199805
CID-972361,199806
CID-72202254,199807
CID-5200228,199808
CID-14872649,199809
CID-11303367,199810
CID-208947,199811
CID-73755086,199812
CID-81831,199813
CID-637080,199814
CID-44365325,199815
CID-5139184,199816
CID-3492365,199817
CID-46188928,199818
CID-43542927,199819
CID-3031062,199820
CID-6918515,199821
CID-16109447,199822
CID-18755269,199823
CID-988802,199824
CID-129505,199825
CID-44439966,199826
CID-44429062,199827
CID-11506691,199828
CID-78058,199829
CID-656917,199830
CID-56603682,199831
CID-3084049,199832
CID-3033767,199833
CID-447955,199834
CID-45483459,199835
CID-73349109,199836
CID-23655936,199837
CID-3038498,199838
CID-37792,199839
CID-25231669,199840
CID-11462102,199841
CID-44148637,199842
CID-46236925,199843
CID-9920133,199844
CID-7019255,199845
CID-44265967,199846
CID-185698,199847
CID-46937093,199848
CID-44559130,199849
CID-9886249,199850
CID-76849261,199851
CID-448108,199852
CID-6918386,199853
CID-16099582,199854
CID-14677,199855
CID-46228433,199856
CID-5466282,199857
CID-25139469,199858
CID-56009,199859
CID-56603712,199860
CID-44422930,199861
CID-10214699,199862
CID-11232117,199863
CID-446355,199864
CID-612414,199865
CID-16131039,199866
CID-44299094,199867
CID-25230621,199868
CID-24875302,199869
CID-6539780,199870
CID-11672424,199871
CID-12681944,199872
CID-3333,199873
CID-86280523,199874
CID-44412234,199875
CID-739358,199876
CID-48041,199877
CID-444185,199878
CID-49862726,199879
CID-82327,199880
CID-9434,199881
CID-10836,199882
CID-45487601,199883
CID-84704,199884
CID-44331715,199885
CID-5583,199886
CID-9994848,199887
CID-16082712,199888
CID-14539719,199889
CID-121964,199890
CID-5362595,199891
CID-44576211,199892
CID-44560576,199893
CID-644260,199894
CID-44456339,199895
CID-46937134,199896
CID-44420890,199897
CID-44328873,199898
CID-44312580,199899
CID-10129151,199900
CID-23724940,199901
CID-657308,199902
CID-5743223,199903
CID-15327588,199904
CID-46887217,199905
CID-3011155,199906
CID-44397336,199907
CID-25011730,199908
CID-817098,199909
CID-46232847,199910
CID-44577305,199911
CID-44405682,199912
CID-5311100,199913
CID-16122643,199914
CID-24798865,199915
CID-10966027,199916
CID-44220888,199917
CID-44437875,199918
CID-18008465,199919
CID-25886893,199920
CID-11967905,199921
CID-24801181,199922
CID-16655023,199923
CID-5493324,199924
CID-16115478,199925
CID-235259,199926
CID-46937137,199927
CID-11760063,199928
CID-11462181,199929
CID-445892,199930
CID-11776546,199931
CID-11668680,199932
CID-5905819,199933
CID-11131781,199934
CID-158385,199935
CID-5311214,199936
CID-44415858,199937
CID-9966640,199938
CID-221493,199939
CID-10192763,199940
CID-73755253,199941
CID-46937062,199942
CID-44405301,199943
CID-11847170,199944
CID-439196,199945
CID-445953,199946
CID-10423871,199947
CID-131626,199948
CID-10526122,199949
CID-23645103,199950
CID-11183327,199951
CID-23582940,199952
CID-70788951,199953
CID-10214708,199954
CID-44456154,199955
CID-443292,199956
CID-12368881,199957
CID-10253143,199958
CID-4369579,199959
CID-10632290,199960
CID-11715556,199961
CID-448269,199962
CID-44388196,199963
CID-9826034,199964
CID-49862542,199965
CID-3637398,199966
CID-11459006,199967
CID-20350618,199968
CID-83887,199969
CID-11957468,199970
CID-44583036,199971
CID-72163100,199972
CID-2314952,199973
CID-6175,199974
CID-9816447,199975
CID-16109428,199976
CID-46853593,199977
CID-44337382,199978
CID-3277,199979
CID-5961410,199980
CID-11963557,199981
CID-44423685,199982
CID-20284644,199983
CID-56947041,199984
CID-44406697,199985
CID-11840920,199986
CID-11173044,199987
CID-44306686,199988
CID-6323527,199989
CID-44613576,199990
CID-9817808,199991
CID-53488183,199992
CID-11676119,199993
CID-9811551,199994
CID-44275926,199995
CID-23675947,199996
CID-65900,199997
CID-44342691,199998
CID-56947036,199999
CID-46936252,200000
CID-44379453,200001
CID-52947085,200002
CID-5494385,200003
CID-44436702,200004
CID-25130517,200005
CID-6539196,200006
CID-340000,200007
CID-45484514,200008
CID-11616886,200009
CID-9833444,200010
CID-5281692,200011
CID-2833773,200012
CID-11723962,200013
CID-9889227,200014
CID-44588322,200015
CID-10567019,200016
CID-44407575,200017
CID-6476992,200018
CID-56947027,200019
CID-11594881,200020
CID-10705954,200021
CID-3994,200022
CID-46228441,200023
CID-10425993,200024
CID-894151,200025
CID-16750094,200026
CID-44588832,200027
CID-52941144,200028
CID-132629,200029
CID-16197445,200030
CID-5884,200031
CID-854189,200032
CID-5283081,200033
CID-13936989,200034
CID-44567595,200035
CID-25002768,200036
CID-46937043,200037
CID-17756743,200038
CID-44355111,200039
CID-24963036,200040
CID-25254071,200041
CID-6435463,200042
CID-122092,200043
CID-97536,200044
CID-8969,200045
CID-22133318,200046
CID-405372,200047
CID-11448366,200048
CID-58761009,200049
CID-15176577,200050
CID-721308,200051
CID-44325184,200052
CID-44431745,200053
CID-23647245,200054
CID-2307681,200055
CID-60606,200056
CID-44400371,200057
CID-9799888,200058
CID-44388072,200059
CID-163122,200060
CID-45263310,200061
CID-54684617,200062
CID-32681,200063
CID-9549225,200064
CID-163626,200065
CID-45266800,200066
CID-11498853,200067
CID-43743432,200068
CID-46855216,200069
CID-45271007,200070
CID-296008,200071
CID-44542048,200072
CID-44455842,200073
CID-132519,200074
CID-5328760,200075
CID-44560287,200076
CID-71355,200077
CID-1143426,200078
CID-25108245,200079
CID-667476,200080
CID-45115620,200081
CID-13626879,200082
CID-54677946,200083
CID-44408408,200084
CID-56840904,200085
CID-25084507,200086
CID-44403768,200087
CID-9829836,200088
CID-10193044,200089
CID-438572,200090
CID-44392435,200091
CID-11261882,200092
CID-5944,200093
CID-49850520,200094
CID-22576,200095
CID-46937033,200096
CID-126569,200097
CID-10050566,200098
CID-46936782,200099
CID-10606829,200100
CID-446824,200101
CID-44447368,200102
CID-46848036,200103
CID-16116575,200104
CID-25091011,200105
CID-10967421,200106
CID-16095384,200107
CID-5311134,200108
CID-5004199,200109
CID-10095865,200110
CID-244824,200111
CID-976135,200112
CID-22254551,200113
CID-5288504,200114
CID-10750842,200115
CID-2259222,200116
CID-44460619,200117
CID-11957615,200118
CID-16202842,200119
CID-5726629,200120
CID-44343094,200121
CID-748028,200122
CID-9971060,200123
CID-11623802,200124
CID-24756910,200125
CID-24996886,200126
CID-44418185,200127
CID-316765,200128
CID-25129843,200129
CID-445049,200130
CID-44456309,200131
CID-44407742,200132
CID-21066379,200133
CID-475100,200134
CID-448968,200135
CID-25059817,200136
CID-42617989,200137
CID-644345,200138
CID-44437878,200139
CID-11148966,200140
CID-12795894,200141
CID-49862544,200142
CID-46877886,200143
CID-44123804,200144
CID-11691555,200145
CID-123879,200146
CID-9840311,200147
CID-44588208,200148
CID-5280483,200149
CID-6918854,200150
CID-23647659,200151
CID-71511839,200152
CID-25138289,200153
CID-9549305,200154
CID-53321959,200155
CID-56947028,200156
CID-22146595,200157
CID-130848,200158
CID-11197931,200159
CID-10241442,200160
CID-25192457,200161
CID-54587590,200162
CID-44438550,200163
CID-5311018,200164
CID-697363,200165
CID-17754220,200166
CID-44411967,200167
CID-65063,200168
CID-10356663,200169
CID-14537255,200170
CID-10750911,200171
CID-447912,200172
CID-5487115,200173
CID-279088,200174
CID-44285898,200175
CID-446223,200176
CID-19261363,200177
CID-11776293,200178
CID-22885599,200179
CID-10192617,200180
CID-52940758,200181
CID-21803454,200182
CID-4081,200183
CID-59627005,200184
CID-9953599,200185
CID-444818,200186
CID-20824,200187
CID-46937054,200188
CID-44451639,200189
CID-442021,200190
CID-11584525,200191
CID-44435593,200192
CID-86566678,200193
CID-73755161,200194
CID-17753867,200195
CID-44428840,200196
CID-14719558,200197
CID-46937026,200198
CID-5280914,200199
CID-10411076,200200
CID-606801,200201
CID-46868971,200202
CID-446049,200203
CID-638026,200204
CID-4470566,200205
CID-9853075,200206
CID-6440014,200207
CID-122671,200208
CID-657077,200209
CID-44408222,200210
CID-26758,200211
CID-9949456,200212
CID-6452300,200213
CID-718622,200214
CID-447256,200215
CID-9549180,200216
CID-5283051,200217
CID-5287429,200218
CID-46861623,200219
CID-49867153,200220
CID-11229234,200221
CID-9956291,200222
CID-11737887,200223
CID-481747,200224
CID-4329839,200225
CID-16231,200226
CID-71059746,200227
CID-132059,200228
CID-95987,200229
CID-11629817,200230
CID-46225242,200231
CID-6540048,200232
CID-11241513,200233
CID-1836,200234
CID-160556,200235
CID-25033945,200236
CID-33624,200237
CID-146719,200238
CID-44394887,200239
CID-46937113,200240
CID-3083544,200241
CID-6449755,200242
CID-11614928,200243
CID-616651,200244
CID-323484,200245
CID-5289214,200246
CID-115368,200247
CID-44580318,200248
CID-6852209,200249
CID-37990,200250
CID-11299083,200251
CID-56842149,200252
CID-5904,200253
CID-184841,200254
CID-44452688,200255
CID-44426812,200256
CID-46936711,200257
CID-4768,200258
CID-5359226,200259
CID-22298966,200260
CID-9938402,200261
CID-11234532,200262
CID-11722088,200263
CID-46937061,200264
CID-587484,200265
CID-73755158,200266
CID-128434,200267
CID-10336627,200268
CID-11606263,200269
CID-11561674,200270
CID-44418873,200271
CID-44418345,200272
CID-16110292,200273
CID-74144,200274
CID-42625452,200275
CID-44336120,200276
CID-44421433,200277
CID-331783,200278
CID-3491292,200279
CID-24894130,200280
CID-44427133,200281
CID-119357,200282
CID-969516,200283
CID-445455,200284
CID-44456332,200285
CID-441293,200286
CID-18104,200287
CID-5353802,200288
CID-5283039,200289
CID-20585,200290
CID-6917920,200291
CID-9817381,200292
CID-219049,200293
CID-10042892,200294
CID-10257882,200295
CID-45749,200296
CID-44429295,200297
