drug,map
CID-44129627,197223
CID-10378848,197224
CID-771042,197225
CID-44561133,197226
CID-44407400,197227
CID-11608719,197228
CID-10168249,197229
CID-44317747,197230
CID-68950,197231
CID-54676228,197232
CID-25032059,197233
CID-667538,197234
CID-44456420,197235
CID-11534772,197236
CID-21389,197237
CID-135438608,197238
CID-44406884,197239
CID-166558,197240
CID-44572469,197241
CID-44408701,197242
CID-441207,197243
CID-10351876,197244
CID-44412060,197245
CID-11952901,197246
CID-148203,197247
CID-9918079,197248
CID-25108103,197249
CID-44403067,197250
CID-44568337,197251
CID-20238032,197252
CID-274122,197253
CID-5388925,197254
CID-9945207,197255
CID-33572,197256
CID-3124417,197257
CID-44408738,197258
CID-44413375,197259
CID-216454,197260
CID-44372200,197261
CID-66002,197262
CID-49799639,197263
CID-10930952,197264
CID-941361,197265
CID-444461,197266
CID-10004545,197267
CID-44421943,197268
CID-44431966,197269
CID-11617559,197270
CID-11740841,197271
CID-13611,197272
CID-4713455,197273
CID-11222922,197274
CID-148202,197275
CID-12311096,197276
CID-721954,197277
CID-24755139,197278
CID-44430007,197279
CID-721200,197280
CID-44561207,197281
CID-34040,197282
CID-3534,197283
CID-54477,197284
CID-56947030,197285
CID-46906702,197286
CID-44418895,197287
CID-121985,197288
CID-54737457,197289
CID-45485279,197290
CID-44413501,197291
CID-16202841,197292
CID-44561935,197293
CID-6857711,197294
CID-118224238,197295
CID-11199915,197296
CID-4369141,197297
CID-44220887,197298
CID-11623159,197299
CID-73755210,197300
CID-11785732,197301
CID-44627903,197302
CID-11535913,197303
CID-42618031,197304
CID-44406075,197305
CID-11550377,197306
CID-323342,197307
CID-9647566,197308
CID-44448059,197309
CID-16058639,197310
CID-44418354,197311
CID-6918104,197312
CID-44308490,197313
CID-9834747,197314
CID-448513,197315
CID-24795088,197316
CID-44336354,197317
CID-447339,197318
CID-16741238,197319
CID-9817960,197320
CID-15311937,197321
CID-12000797,197322
CID-35296170,197323
CID-5269,197324
CID-44309215,197325
CID-56929387,197326
CID-10374533,197327
CID-11648438,197328
CID-10902449,197329
CID-448769,197330
CID-6540033,197331
CID-1564645,197332
CID-45256207,197333
CID-7330459,197334
CID-10246180,197335
CID-18428457,197336
CID-44564458,197337
CID-9843179,197338
CID-15387,197339
CID-62751,197340
CID-73755234,197341
CID-22021390,197342
CID-44434731,197343
CID-9800765,197344
CID-6917781,197345
CID-9889200,197346
CID-44450336,197347
CID-5469424,197348
CID-44400400,197349
CID-9864028,197350
CID-18703,197351
CID-56603771,197352
CID-122064,197353
CID-16750408,197354
CID-44297909,197355
CID-24775955,197356
CID-46867546,197357
CID-247678,197358
CID-11483754,197359
CID-6324647,197360
CID-10438479,197361
CID-6539807,197362
CID-10473960,197363
CID-11636757,197364
CID-158793,197365
CID-11424197,197366
CID-445237,197367
CID-9942725,197368
CID-23646462,197369
CID-324288,197370
CID-18983431,197371
CID-73755042,197372
CID-11666386,197373
CID-46919124,197374
CID-23647357,197375
CID-213050,197376
CID-10083230,197377
CID-42613186,197378
CID-5281297,197379
CID-446578,197380
CID-25150700,197381
CID-9869033,197382
CID-85466,197383
CID-23664784,197384
CID-44304339,197385
CID-9892473,197386
CID-11574097,197387
CID-44359538,197388
CID-23786507,197389
CID-445856,197390
CID-10081625,197391
CID-11602832,197392
CID-10352121,197393
CID-9940176,197394
CID-44434487,197395
CID-15463447,197396
CID-3794313,197397
CID-16150418,197398
CID-6604887,197399
CID-16758226,197400
CID-44320911,197401
CID-44473151,197402
CID-132156,197403
CID-9843561,197404
CID-16067269,197405
CID-71271629,197406
CID-9820782,197407
CID-10364585,197408
CID-11637187,197409
CID-23675285,197410
CID-23643664,197411
CID-4996817,197412
CID-52941982,197413
CID-11746440,197414
CID-44537911,197415
CID-135413546,197416
CID-6538761,197417
CID-11643509,197418
CID-1598,197419
CID-16760529,197420
CID-151078,197421
CID-13486778,197422
CID-10422972,197423
CID-44316216,197424
CID-6475228,197425
CID-92786,197426
CID-142067,197427
CID-11962186,197428
CID-5311064,197429
CID-9989980,197430
CID-131704268,197431
CID-44312309,197432
CID-6119063,197433
CID-42615253,197434
CID-82153,197435
CID-10109974,197436
CID-44313256,197437
CID-447656,197438
CID-5940264,197439
CID-5326925,197440
CID-60789,197441
CID-22627096,197442
CID-441923,197443
CID-599482,197444
CID-44371613,197445
CID-24967599,197446
CID-11645841,197447
CID-44403763,197448
CID-3015863,197449
CID-9915886,197450
CID-9873952,197451
CID-118910268,197452
CID-76688,197453
CID-657201,197454
CID-46191176,197455
CID-44403357,197456
CID-9875401,197457
CID-5310984,197458
CID-11226207,197459
CID-65241,197460
CID-11499245,197461
CID-3086401,197462
CID-46937111,197463
CID-3542734,197464
CID-4277,197465
CID-56675928,197466
CID-17753965,197467
CID-9954980,197468
CID-44434734,197469
CID-44567289,197470
CID-6539766,197471
CID-52936849,197472
CID-5280980,197473
CID-445154,197474
CID-44400285,197475
CID-444863,197476
CID-25093392,197477
CID-44457233,197478
CID-11056,197479
CID-44413495,197480
CID-44300176,197481
CID-56603665,197482
CID-695906,197483
CID-79124,197484
CID-216468,197485
CID-11696352,197486
CID-5283154,197487
CID-13588977,197488
CID-9872263,197489
CID-70697628,197490
CID-11371290,197491
CID-6437873,197492
CID-792486,197493
CID-24901582,197494
CID-11519070,197495
CID-15560128,197496
CID-446724,197497
CID-11506860,197498
CID-447522,197499
CID-16960,197500
CID-10749191,197501
CID-11375559,197502
CID-132306,197503
CID-127772,197504
CID-44299143,197505
CID-9849520,197506
CID-10331951,197507
CID-21239768,197508
CID-22053132,197509
CID-5280427,197510
CID-636403,197511
CID-10749338,197512
CID-44176356,197513
CID-305451,197514
CID-21106400,197515
CID-25108301,197516
CID-65430,197517
CID-10640891,197518
CID-107722,197519
CID-11522276,197520
CID-10726859,197521
CID-42628075,197522
CID-44409922,197523
CID-277990,197524
CID-13049019,197525
CID-24856357,197526
CID-10335601,197527
CID-22352548,197528
CID-9938990,197529
CID-46222698,197530
CID-44400604,197531
CID-11466688,197532
CID-25033947,197533
CID-6439436,197534
CID-44411803,197535
CID-44579962,197536
CID-56947016,197537
CID-10322542,197538
CID-202225,197539
CID-11409972,197540
CID-44407402,197541
CID-644005,197542
CID-46937105,197543
CID-5287543,197544
CID-11630188,197545
CID-11704019,197546
CID-9574343,197547
CID-5311213,197548
CID-44409669,197549
CID-129103609,197550
CID-10316032,197551
CID-11631107,197552
CID-11615440,197553
CID-44435197,197554
CID-12976294,197555
CID-11565524,197556
CID-151183,197557
CID-10832101,197558
CID-10103976,197559
CID-708346,197560
CID-131704295,197561
CID-71764,197562
CID-10657190,197563
CID-10085862,197564
CID-10374978,197565
CID-6420130,197566
CID-44578927,197567
CID-6439124,197568
CID-44456095,197569
CID-16156223,197570
CID-22179320,197571
CID-10308060,197572
CID-11548842,197573
CID-291270,197574
CID-44572293,197575
CID-42617986,197576
CID-636380,197577
CID-92760,197578
CID-9802941,197579
CID-9887755,197580
CID-25190758,197581
CID-44428111,197582
CID-7315331,197583
CID-17748273,197584
CID-216306,197585
CID-44408769,197586
CID-5289024,197587
CID-44264094,197588
CID-16203826,197589
CID-44432667,197590
CID-5128451,197591
CID-127668,197592
CID-4063,197593
CID-16686147,197594
CID-8739,197595
CID-9549259,197596
CID-42625616,197597
CID-9832179,197598
CID-44329500,197599
CID-11383075,197600
CID-446313,197601
CID-5288641,197602
CID-9577986,197603
CID-15107,197604
CID-124024,197605
CID-72941761,197606
CID-656952,197607
CID-44411325,197608
CID-119582,197609
CID-17754156,197610
CID-10679289,197611
CID-44568711,197612
CID-49866094,197613
CID-6444826,197614
CID-25133942,197615
CID-44337347,197616
CID-44406097,197617
CID-10440769,197618
CID-6172473,197619
CID-11450364,197620
CID-44219292,197621
CID-44409257,197622
CID-44369487,197623
CID-53321933,197624
CID-5326868,197625
CID-151221,197626
CID-30438,197627
CID-1521,197628
CID-50925425,197629
CID-10468150,197630
CID-159055,197631
CID-5288979,197632
CID-5282105,197633
CID-10224181,197634
CID-10330734,197635
CID-10151575,197636
CID-446556,197637
CID-71478195,197638
CID-447992,197639
CID-44235172,197640
CID-5464379,197641
CID-5289496,197642
CID-16737137,197643
CID-16663418,197644
CID-164218,197645
CID-21672621,197646
CID-6437063,197647
CID-10367177,197648
CID-11615534,197649
CID-10083695,197650
CID-45486362,197651
CID-44435785,197652
CID-6708467,197653
CID-11954293,197654
CID-9904703,197655
CID-3260619,197656
CID-5862,197657
CID-124155204,197658
CID-9885123,197659
CID-11311693,197660
CID-11471812,197661
CID-44399940,197662
CID-75124305,197663
CID-25130896,197664
CID-44440618,197665
CID-44379110,197666
CID-46867417,197667
CID-10753358,197668
CID-44343301,197669
CID-10086063,197670
CID-9878913,197671
CID-12015910,197672
CID-24866612,197673
CID-44541904,197674
CID-44450050,197675
CID-10421577,197676
CID-134348,197677
CID-16122905,197678
CID-54737904,197679
CID-44568340,197680
CID-44579960,197681
CID-12016633,197682
CID-5288538,197683
CID-21138,197684
CID-46884055,197685
CID-10192854,197686
CID-24878741,197687
CID-10134493,197688
CID-25178033,197689
CID-638439,197690
CID-65494,197691
CID-44568938,197692
CID-44390652,197693
CID-11023656,197694
CID-25150855,197695
CID-656730,197696
CID-54676038,197697
CID-5326866,197698
CID-131704218,197699
CID-3405810,197700
CID-11572058,197701
CID-335596,197702
CID-449014,197703
CID-12333592,197704
CID-447359,197705
CID-11948701,197706
CID-189150,197707
CID-445784,197708
CID-44410794,197709
CID-129512,197710
CID-969472,197711
CID-7433743,197712
CID-44563953,197713
CID-215159,197714
CID-11820398,197715
CID-18369509,197716
CID-13596072,197717
CID-11533022,197718
CID-9841284,197719
CID-2812287,197720
CID-11957480,197721
CID-4369446,197722
CID-2734375,197723
CID-45141806,197724
CID-25034427,197725
CID-5311356,197726
CID-44586190,197727
CID-11349402,197728
CID-44405178,197729
CID-135918,197730
CID-44413845,197731
CID-16155654,197732
CID-10708341,197733
CID-71533431,197734
CID-91827346,197735
CID-44411037,197736
CID-5326926,197737
CID-12483819,197738
CID-449218,197739
CID-16090304,197740
CID-77461017,197741
CID-5959,197742
CID-32893,197743
CID-24809844,197744
CID-46887551,197745
CID-3082491,197746
CID-22599992,197747
CID-11625160,197748
CID-24971326,197749
CID-44584005,197750
CID-11522185,197751
CID-44418727,197752
CID-10161381,197753
CID-24771368,197754
CID-11196622,197755
CID-445109,197756
CID-3545567,197757
CID-11224184,197758
CID-25231315,197759
CID-23635021,197760
CID-10248092,197761
CID-44563409,197762
CID-46906660,197763
CID-54736441,197764
CID-3659236,197765
CID-5328755,197766
CID-13936972,197767
CID-23631476,197768
CID-441314,197769
CID-21678144,197770
CID-10026128,197771
CID-44408335,197772
CID-11550535,197773
CID-6603724,197774
CID-16115753,197775
CID-194323,197776
CID-10154137,197777
CID-10397869,197778
CID-44306292,197779
CID-5359371,197780
CID-9885190,197781
CID-45104656,197782
CID-1549098,197783
CID-45103910,197784
CID-10827552,197785
CID-92045025,197786
CID-237430,197787
CID-446056,197788
CID-46175162,197789
CID-4633677,197790
CID-9881526,197791
CID-72200024,197792
CID-3708,197793
CID-36604,197794
CID-11569719,197795
CID-45269978,197796
CID-65309,197797
CID-44563072,197798
CID-44158031,197799
CID-44431968,197800
CID-9943365,197801
CID-11208266,197802
CID-62065,197803
CID-44409471,197804
CID-11522900,197805
CID-9804433,197806
CID-57340157,197807
CID-9994500,197808
CID-44450313,197809
CID-6918198,197810
CID-10042950,197811
CID-240358,197812
CID-44421938,197813
CID-445785,197814
CID-446805,197815
CID-71778,197816
CID-5288324,197817
CID-11415327,197818
CID-440104,197819
CID-3076,197820
CID-9111347,197821
CID-196639,197822
CID-11973811,197823
CID-73755071,197824
CID-14969717,197825
CID-23635856,197826
CID-44627900,197827
CID-11414445,197828
CID-7419,197829
CID-5288230,197830
CID-46933593,197831
CID-173382,197832
CID-44578857,197833
CID-44415255,197834
CID-44388022,197835
CID-3058751,197836
CID-10025649,197837
CID-553132,197838
CID-45267095,197839
CID-15217432,197840
CID-10352957,197841
CID-52945617,197842
CID-22024915,197843
CID-23675004,197844
CID-1860395,197845
CID-44563412,197846
CID-11638264,197847
CID-24898306,197848
CID-45140941,197849
CID-77108121,197850
CID-4044373,197851
CID-4368,197852
CID-44568712,197853
CID-44368695,197854
CID-160913,197855
CID-656911,197856
CID-6440175,197857
CID-22718532,197858
CID-6539775,197859
CID-25128786,197860
CID-11235729,197861
CID-25149704,197862
CID-5465766,197863
CID-9990325,197864
CID-11508573,197865
CID-369976,197866
CID-688468,197867
CID-46851313,197868
CID-9870500,197869
CID-950368,197870
CID-5785,197871
CID-10053241,197872
CID-46222470,197873
CID-44321041,197874
CID-46888005,197875
CID-487101,197876
CID-60750,197877
CID-24901627,197878
CID-25196633,197879
CID-91799237,197880
CID-444894,197881
CID-10262766,197882
CID-23665770,197883
CID-11407345,197884
CID-46229307,197885
CID-5311001,197886
CID-46898078,197887
CID-5311501,197888
CID-2241548,197889
CID-11366713,197890
CID-444914,197891
CID-3549290,197892
CID-5328077,197893
CID-10643561,197894
CID-44401620,197895
CID-55752,197896
CID-58282870,197897
CID-688025,197898
CID-13916150,197899
CID-44343739,197900
CID-9863520,197901
CID-708205,197902
CID-439168,197903
CID-5329517,197904
CID-57348184,197905
CID-44364737,197906
CID-60855,197907
CID-445958,197908
CID-72394,197909
CID-65838,197910
CID-11493555,197911
CID-11600944,197912
CID-9794346,197913
CID-44576249,197914
CID-75124304,197915
CID-2987927,197916
CID-46223113,197917
CID-18450753,197918
CID-2426,197919
CID-16109440,197920
CID-11390872,197921
CID-448915,197922
CID-5280335,197923
CID-46937132,197924
CID-128064,197925
CID-23648531,197926
CID-13660291,197927
CID-45483651,197928
CID-119029,197929
CID-11849197,197930
CID-230826,197931
CID-23647361,197932
CID-16736272,197933
CID-46937176,197934
CID-11514074,197935
CID-23670635,197936
CID-25084501,197937
CID-4474585,197938
CID-448173,197939
CID-447476,197940
CID-11703439,197941
CID-44327552,197942
CID-7595,197943
CID-5311092,197944
CID-3045696,197945
CID-44423052,197946
CID-11658860,197947
CID-25229664,197948
CID-44456337,197949
CID-16103199,197950
CID-44396194,197951
CID-131704266,197952
CID-6436173,197953
CID-44426803,197954
CID-10921056,197955
CID-2830271,197956
CID-82500,197957
CID-5289554,197958
CID-16197730,197959
CID-24776341,197960
CID-440995,197961
CID-11242036,197962
CID-10062737,197963
CID-25161177,197964
CID-16109445,197965
CID-15079635,197966
CID-44373221,197967
CID-9876120,197968
CID-6433098,197969
CID-10797392,197970
CID-11206881,197971
CID-20771934,197972
CID-22004473,197973
CID-9800980,197974
CID-5460316,197975
CID-12043829,197976
CID-73755247,197977
CID-46936435,197978
CID-44581105,197979
CID-54684589,197980
CID-5311439,197981
CID-156328,197982
CID-46884060,197983
CID-54682045,197984
CID-16116574,197985
CID-46887284,197986
CID-6419834,197987
CID-44437874,197988
CID-24763119,197989
CID-11368353,197990
CID-44419027,197991
CID-5171,197992
CID-10354158,197993
CID-44388582,197994
CID-39765,197995
CID-22574224,197996
CID-2240993,197997
CID-44353781,197998
CID-1795545,197999
CID-125893,198000
CID-73755152,198001
CID-16221809,198002
CID-44371670,198003
CID-9794401,198004
CID-44458224,198005
CID-9958026,198006
CID-448209,198007
CID-42617990,198008
CID-1019468,198009
CID-24961094,198010
CID-442879,198011
CID-24866614,198012
CID-44390708,198013
CID-44436392,198014
CID-54726845,198015
CID-5282415,198016
CID-44408837,198017
CID-4369080,198018
CID-132274234,198019
CID-5984,198020
CID-93114,198021
CID-216230,198022
CID-10918,198023
CID-44587233,198024
CID-44451369,198025
CID-56842118,198026
CID-10728986,198027
CID-11735999,198028
CID-9574768,198029
CID-44452269,198030
CID-60753,198031
CID-24738776,198032
CID-54385,198033
CID-1714901,198034
CID-12044726,198035
CID-44427180,198036
CID-44447542,198037
CID-11556309,198038
CID-44408325,198039
CID-15079637,198040
CID-60171585,198041
CID-4369171,198042
CID-6540273,198043
CID-66558664,198044
CID-23722943,198045
CID-71508234,198046
CID-5310936,198047
CID-9975297,198048
CID-4469994,198049
CID-44322997,198050
CID-39230,198051
CID-216241,198052
CID-3033053,198053
CID-44408228,198054
CID-2772368,198055
CID-9346,198056
CID-44455950,198057
CID-9861462,198058
CID-46888044,198059
CID-24892821,198060
CID-25227533,198061
CID-447872,198062
CID-10810249,198063
CID-44408229,198064
CID-3047314,198065
CID-446783,198066
CID-736186,198067
CID-9601226,198068
CID-44269042,198069
CID-10322772,198070
CID-25014653,198071
CID-101543,198072
CID-11592352,198073
CID-10832988,198074
CID-164682,198075
CID-5017,198076
CID-9910222,198077
CID-9870286,198078
CID-11155874,198079
CID-10402581,198080
CID-86269224,198081
CID-5353264,198082
CID-16115004,198083
CID-25074887,198084
CID-10955499,198085
CID-312145,198086
CID-13698159,198087
CID-11686305,198088
CID-11572869,198089
CID-22915475,198090
CID-6037,198091
CID-60937,198092
CID-56842229,198093
CID-10214633,198094
CID-170832,198095
CID-3072540,198096
CID-461776,198097
CID-177339,198098
CID-46937115,198099
CID-44418125,198100
CID-44451689,198101
CID-130786,198102
CID-6102686,198103
CID-345678,198104
CID-4722579,198105
CID-11136782,198106
CID-44411959,198107
CID-44394105,198108
CID-10243001,198109
CID-10372586,198110
CID-16066912,198111
CID-45487773,198112
CID-44409555,198113
CID-4369477,198114
CID-10152528,198115
CID-16750073,198116
CID-13781937,198117
CID-501640,198118
CID-71462653,198119
CID-133246,198120
CID-11658655,198121
CID-6438378,198122
CID-11379626,198123
CID-73754996,198124
CID-1530,198125
CID-44588835,198126
