drug_pubchemcid,target_entrez
198318,18827
37688,20014
196314,16916
189917,20313
188704,20313
200915,19652
195056,19652
195056,8084
195056,5479
26113,6868
26113,12396
195809,8900
194465,8900
191824,8801
191824,2589
197775,10399
196543,10399
199925,10399
188200,6428
189498,5962
189498,768
189498,14268
199822,5962
199822,14268
191778,5962
191778,14268
197965,5962
197965,768
197965,14268
194758,5962
194758,14268
193465,5962
193465,768
193465,14268
199521,5962
199521,768
199521,14268
192993,5962
192993,14268
197920,5962
197920,14268
187764,14268
195529,14268
144814,750
187780,750
188944,750
201649,750
201649,10399
195483,750
199976,750
199976,10399
188469,750
195988,750
200393,8801
200393,2589
190889,8801
190889,2589
201233,5431
201233,21982
199289,21982
196991,21982
192263,12046
187929,8801
187929,3999
187929,2589
201560,8801
201560,2589
25232,20313
199710,11378
199710,12759
73104,6210
201769,11979
71249,15811
71249,1269
72679,8342
132925,19712
109493,22100
109493,5044
202248,18827
197310,12232
189599,1314
73910,15660
112612,15660
194923,12027
193511,18664
193511,14016
188311,18664
188311,14016
189352,18827
192766,6428
188551,17620
188551,17973
202706,7735
202706,4973
202706,19225
128044,9346
128044,19754
128044,22152
200500,19225
191153,9703
140637,19567
140637,18827
202306,8497
32081,10822
173213,1575
173213,4030
173213,19398
173213,7735
173213,2444
173213,13019
173213,4973
173213,391
173213,22263
173213,17724
173213,14717
173213,4073
173213,14958
173213,2520
173213,21401
173213,13630
173213,15703
173213,2288
173213,12508
173213,19330
173213,17434
173213,12609
173213,10022
173213,2867
173213,18750
173213,19660
173213,21948
173213,15527
173213,16866
173213,14381
173213,3397
173213,17116
173213,15205
173213,8766
173213,8470
173213,96
173213,11734
173213,14586
173213,14734
173213,11273
173213,3986
173213,10700
173213,3502
173213,21437
173213,9991
173213,10868
173213,7584
173213,6294
173213,2390
173213,14099
173213,9346
173213,11985
173213,6868
173213,19043
173213,18183
173213,12396
173213,16894
173213,9638
173213,5140
173213,9632
173213,2876
173213,18887
173213,20186
173213,496
173213,8096
173213,11250
173213,19792
173213,8489
173213,19037
173213,759
173213,15530
173213,2708
173213,17209
173213,9703
173213,21787
173213,15178
173213,9283
173213,8243
173213,19790
173213,16186
173213,16900
173213,19713
173213,12759
173213,15487
173213,13981
173213,7775
173213,15813
173213,9812
173213,9111
173213,11315
173213,4549
173213,989
173213,7043
173213,315
173213,9444
173213,15042
173213,9037
199181,14082
199181,4973
199181,16848
199181,17955
199181,10783
199181,11734
199181,14506
199181,6555
199181,3982
189334,12096
194657,6696
194657,10222
201298,6696
201298,10222
164763,1368
164763,15482
164763,9927
53016,18156
198174,18827
193536,19225
193536,18183
193536,9703
193789,22152
192169,13689
192169,17726
192169,5531
108896,13689
108896,17726
108896,5531
194666,8900
195780,4030
195780,8470
195780,496
186848,3564
193362,18827
194560,19988
194560,4044
89939,13921
89939,9180
89939,6555
196604,3492
196604,20593
199514,12046
193152,12046
195571,13138
195571,5120
191301,6428
197195,11247
139340,546
139340,7953
193395,10965
189082,4354
30840,23
30840,5420
30840,17575
192816,8218
187512,92
199077,7735
198905,750
159636,12340
115834,6555
115834,9817
190246,12295
196556,3030
201206,17796
201206,14574
193172,4242
202552,4242
203076,16740
202030,17796
189535,17543
190402,6214
190402,7862
201615,1556
194226,10399
200792,2416
191902,6214
196624,6214
190607,4712
200641,20313
202018,11133
200768,17796
200860,9823
200860,1445
200860,9005
92661,546
92661,7953
198944,4964
194277,546
194277,21060
60464,22030
60464,12699
198645,22100
187679,6357
187679,4712
200363,18156
196239,18156
190175,13488
196663,7032
201222,17973
201222,15816
201222,18603
201980,4182
201980,3834
187908,2589
193707,493
198904,12858
197322,12969
190703,8238
202550,21622
202685,7376
195115,13221
195115,16740
190648,12027
188243,11252
192455,15813
201160,18045
201160,22100
202727,400
202063,18901
191013,6428
191013,5918
198581,4973
198581,15811
198581,7584
198581,1724
198581,759
198581,14907
198581,15813
198755,8497
48372,17074
48372,17367
202111,7111
73790,22257
73790,17838
73790,6718
73790,13500
73790,16649
73790,10022
73790,20048
73790,6434
73790,7492
73790,17074
73790,17367
73790,10665
73790,11066
73790,4012
73790,17812
73790,7898
73790,20669
191961,12969
196910,12969
195503,12969
202446,12969
191247,6893
196690,2924
198860,16649
198860,7340
198860,20326
198860,16831
93171,23
93171,8755
199981,7735
199981,8470
196976,18045
196976,22100
202864,6214
191056,20116
200851,20161
195557,12396
187803,10362
128097,7775
194624,22100
200451,11753
200787,20664
128923,8348
128923,16450
128923,3774
128923,18827
128923,19945
128923,13605
88039,10209
88039,12118
202581,1667
200845,6893
198251,6906
201158,18183
198662,3863
198662,9760
198662,11103
198662,21135
198662,7345
198662,14364
198662,2168
198662,13636
198662,1904
198662,18468
198662,6707
198662,21269
198662,15430
198662,19159
198662,17423
193034,17747
193034,18045
193034,22100
188587,2663
195619,6428
195619,5918
189695,13689
189695,17726
189695,5531
199200,10843
190171,10843
201583,10843
203015,13867
203015,14696
94831,18199
94831,16770
94831,706
94831,7928
94831,5252
94831,18877
199426,8348
199426,18827
200580,18827
148958,16046
195592,17973
195592,15816
195592,18603
190795,8348
190795,18827
191469,6245
154519,11133
199180,3297
198485,16264
201236,546
201236,21060
180815,19374
180815,18891
193658,10399
195184,13559
199931,6210
153653,92
191940,4973
191940,391
191940,17955
191940,15373
191940,10783
191940,1724
191940,36
191940,6633
196775,8900
201430,12969
103029,4881
201397,15440
201397,5649
141618,19225
141618,11891
141618,14506
141618,22152
141618,9703
141618,9111
141618,13100
176505,16401
176505,18484
176505,14479
176505,5177
192029,10399
99195,15482
99195,9927
202068,10399
193909,17158
193909,5222
193909,19151
200514,17753
197019,4525
197019,8314
196218,13071
195655,8900
190620,6893
190620,20313
190620,17082
190584,7557
190584,20923
187713,1243
187713,17214
38320,92
193978,21060
161939,7735
161939,3262
161939,5393
161939,11734
161939,14839
161939,4676
161939,8995
161939,7181
161939,3982
81362,16098
191888,2261
195958,18827
194833,12585
191968,1243
191968,17214
103453,20352
103453,7750
103453,2520
103453,10022
103453,12926
103453,16391
103453,8136
156772,302
156772,14362
156772,12836
198543,13191
201047,13183
197546,5271
200791,18156
191456,21622
187789,18156
193374,10884
194255,7337
194255,10884
153331,51
153331,18303
195535,12699
197169,6024
197169,10879
197169,6682
35465,17973
35465,15816
35465,18603
198190,13191
201888,22254
126686,16648
193650,1123
193650,750
103546,750
177361,17214
194212,17751
194212,4712
201029,259
192525,10472
192525,785
192525,1493
192525,21725
114885,4973
114885,16848
114885,3262
114885,17955
114885,16476
114885,19330
114885,2867
114885,11891
114885,14381
114885,10783
114885,2617
114885,3397
114885,96
114885,3986
114885,13908
114885,6319
114885,9445
114885,14506
114885,1724
114885,6687
114885,19037
114885,15530
114885,18987
114885,21569
114885,18674
114885,21787
114885,4929
114885,4312
114885,7775
114885,9812
114885,13100
114885,715
188235,20923
199993,4900
199993,715
190129,19163
188055,9111
199871,7337
199871,10884
177289,13293
177289,4964
177289,3587
91192,13689
91192,17726
91192,5531
42729,4973
42729,16848
42729,17955
42729,17324
42729,19225
42729,11891
42729,14381
42729,10783
42729,14506
42729,36
42729,8638
196787,18156
195873,6893
195873,17082
195873,10684
195873,7032
195289,15660
201301,6893
201301,17082
199587,21622
35963,22152
80597,4030
80597,7557
80597,16476
80597,36
80597,21569
80597,18674
80597,4154
83674,967
197012,7557
197012,20923
130008,19151
130008,6357
191295,750
190404,21622
191386,6294
194556,16649
194556,7340
194556,7492
194556,17074
194556,17367
194556,16831
192759,17838
192759,11066
192759,11971
192759,18040
85888,8497
194085,8801
194085,2589
193132,16293
193132,14586
194526,6893
194526,17082
194526,10684
194526,7032
193823,6893
193823,20313
193823,17082
197847,21060
197409,12858
201662,1492
101034,8497
194222,21622
116451,6555
193405,20313
100488,11979
100488,15186
193243,18156
188729,3999
31504,10022
31504,4525
31504,17074
31504,11066
31504,509
31504,16831
31504,5271
191250,10022
191250,18156
192261,1314
192261,1010
191901,5218
202628,17082
105307,12158
105307,18750
167625,16132
197270,19375
197270,14381
197270,1724
188766,750
200009,10116
144309,14016
66051,21761
198134,12396
198134,22152
198134,1031
199749,3974
200896,9158
201247,17973
201247,15816
201247,18603
199467,18156
106065,1039
176069,92
197392,22254
113568,3058
113568,4973
113568,4073
113568,1973
113568,18300
113568,9346
113568,19754
113568,9445
113568,14506
113568,1724
113568,3492
113568,14493
113568,6633
113568,14907
113568,9444
113568,20593
113568,19990
113568,3982
196140,18974
199632,5140
159444,2327
159444,14027
159444,20471
188126,21622
129743,20313
190136,17497
190136,5847
190136,3974
202907,18156
194728,6428
194728,5918
202683,1556
65797,18827
193838,750
197701,18156
189704,6024
199729,6024
202433,3262
202433,13778
202433,12158
202433,18750
202433,3986
202433,6481
202433,6465
202433,9812
194799,750
200629,18156
202455,8801
202455,4410
202455,3999
202455,2589
158310,13976
109068,22152
189011,6294
199150,15150
100948,6555
189845,7737
202990,8900
202990,18156
196524,18156
194846,3607
130838,14364
130838,6707
130838,21269
130838,19159
130838,7222
130838,4932
76538,16053
76538,12508
76538,4182
76538,18974
188647,3058
188647,4030
188647,7735
188647,16848
188647,3262
188647,17955
188647,14381
188647,11734
188647,3986
188647,6481
188647,9346
188647,18183
188647,19792
188647,8489
188647,14493
188647,20411
188647,6633
188647,15178
188647,3982
195217,18827
200626,18183
167261,493
167261,3144
202673,12585
202673,2832
201542,442
201542,20664
75593,21376
195259,17082
190880,18156
191633,7376
187993,8900
95815,20313
195460,750
196376,10399
195933,6893
195933,17082
195933,10684
196788,18156
155156,11979
155156,15186
199530,20313
197303,8900
197303,18156
189364,546
189364,7953
201936,8900
201936,18156
191232,20313
191232,17082
191232,7032
202381,12969
190296,8801
190296,3999
190296,2589
128009,19497
128009,8091
193840,14517
25504,3058
25504,5335
25504,23
25504,17818
25504,11658
25504,15687
25504,493
25504,9856
25504,7041
25504,7422
25504,4973
25504,21440
25504,16848
25504,17724
25504,17955
25504,17324
25504,1280
25504,21401
25504,19225
25504,2924
25504,15373
25504,3019
25504,19660
25504,19375
25504,11984
25504,11891
25504,12727
25504,14381
25504,10783
25504,2617
25504,17116
25504,20678
25504,21437
25504,405
25504,18300
25504,7584
25504,15963
25504,9346
25504,11760
25504,3581
25504,19754
25504,22152
25504,15318
25504,1724
25504,2876
25504,759
25504,15530
25504,3089
25504,3492
25504,4600
25504,14493
25504,36
25504,6633
25504,5732
25504,1781
25504,18578
25504,726
25504,12473
25504,8243
25504,169
25504,9600
25504,9220
25504,12607
25504,4549
25504,20593
25504,9037
201833,750
196389,6555
197520,7737
107721,19326
107721,15440
107721,5649
85995,18827
101040,5794
36746,12158
36746,18750
36746,6465
192754,17926
190337,21622
190956,3795
189683,1243
189683,17214
191562,304
197095,9094
197095,13590
198540,7775
68376,15964
112908,15610
112908,16789
199761,21622
191135,23
197461,17567
197461,6040
196750,7337
196750,10884
161623,4740
189610,18827
200313,15660
32991,6294
194095,3587
198491,19398
198491,13557
200638,16264
156871,16329
156871,9287
156871,21787
156871,5091
201229,21287
201229,12158
201229,18750
174491,20282
174491,4973
174491,16848
174491,17955
174491,17324
174491,19225
174491,11891
174491,14381
174491,10783
174491,18167
174491,11734
174491,17853
174491,14506
174491,8009
174491,19187
174491,16271
174491,18674
174491,22061
195814,1425
195814,16297
120219,10879
120219,6682
196344,12420
196344,10022
202205,17753
188521,12096
200700,17753
192768,989
189494,8398
190242,12016
200770,2663
105539,20471
71485,10648
169215,14016
81754,12117
81754,9824
81754,11066
191258,7735
191258,5794
191258,11734
191258,3492
191258,3982
188367,19225
190931,6245
190931,16264
202379,21060
188329,7902
88388,2589
106945,4354
106945,6024
189433,17753
198927,4030
198927,4973
198927,1072
198927,17955
198927,5393
198927,2867
198927,11891
198927,10783
198927,2617
198927,11734
198927,14354
198927,18300
198927,7584
198927,15348
198927,14099
198927,9346
198927,15815
198927,6319
198927,9445
198927,5140
198927,2876
198927,496
198927,15661
198927,6687
198927,8489
198927,759
198927,3492
198927,17570
198927,21569
198927,6633
198927,10439
198927,21787
198927,4586
198927,4929
198927,4312
198927,10771
198927,8127
198927,10046
198927,9812
198927,11315
198927,4549
198927,17182
198927,15042
198927,3982
192400,750
197135,10166
197135,17050
197135,9158
197135,892
192722,16132
198762,21060
188605,12969
198161,17753
201139,6893
201139,20313
197540,14191
197540,4030
197540,14082
197540,20282
197540,2653
197540,6281
197540,18201
197540,493
197540,4973
197540,391
197540,8209
197540,16848
197540,3262
197540,4648
197540,7072
197540,14717
197540,17955
197540,12971
197540,13800
197540,11891
197540,14381
197540,10783
197540,18167
197540,15509
197540,16876
197540,18300
197540,18588
197540,18183
197540,13908
197540,19754
197540,9445
197540,14506
197540,1724
197540,11481
197540,8009
197540,6687
197540,8489
197540,4925
197540,11971
197540,3492
197540,2708
197540,16271
197540,36
197540,18674
197540,8935
197540,9703
197540,3522
197540,22061
197540,4154
197540,16900
197540,5842
197540,5965
197540,11061
197540,13981
197540,1010
197540,17182
197540,7043
197540,7651
197540,13594
197540,20593
188583,493
198456,18303
198456,18827
201209,1425
201209,16297
201209,2261
201209,12865
194669,12759
194669,9812
196165,750
202802,15099
202802,2589
201586,7902
190492,10648
190492,5271
199019,12969
192923,18156
198123,18156
202639,8900
202639,18156
109234,1556
109234,18124
196049,9898
190834,17747
190834,18045
190834,22100
190307,750
197491,4525
201856,546
201856,7953
197890,5962
197890,768
197890,14268
190682,1575
190682,4964
190682,16888
190682,8470
190682,21437
190682,19961
190682,13735
190682,9532
193252,12865
193252,21060
196215,7775
202325,22152
202325,3492
201315,1492
199687,12096
193936,20282
193936,19419
193936,8209
193936,6718
193936,4648
193936,7072
193936,18651
193936,13800
193936,6428
193936,10010
193936,16876
193936,10700
193936,6434
193936,11066
193936,21516
193936,13083
193936,8935
193936,16900
193936,19861
193936,13594
201941,8900
119317,94
193109,18412
93963,4964
93963,11984
93963,20326
162764,18664
191354,8209
191354,788
191354,8276
191354,782
191354,10022
191354,3624
191354,17973
191354,405
191354,7584
191354,4370
191354,13557
191354,15816
191354,4667
191354,20743
191354,6011
191354,2876
191354,18603
191354,11523
191354,4154
191354,12607
191354,12759
191354,10046
191354,4549
138307,6934
80689,7376
202560,10135
192423,6428
193125,15099
193125,2589
110327,7307
73802,22030
199699,8900
199699,18156
189147,12340
190783,6024
190783,10595
107030,10648
194379,13559
194379,14463
194704,18664
194704,14016
199688,21622
198487,13191
190046,10783
190046,96
190046,6294
199404,92
196715,6428
201309,12865
201309,9817
188495,14016
186087,20408
200092,19163
199747,11133
139811,10598
195929,15099
195929,2589
192818,4740
190407,8801
71132,8801
71132,15099
71132,2589
81406,750
81406,10399
194891,6893
194891,20313
194891,17082
194891,10684
186139,18156
93284,8900
93284,18156
58550,10022
58550,3019
58550,13592
85944,6682
199586,19225
163151,18746
163151,19187
26874,16848
26874,17955
26874,17324
26874,19225
26874,11891
26874,10783
26874,7940
26874,19187
26874,3522
26874,9111
26874,20702
193871,19163
91491,18827
91491,4449
200221,94
155050,16849
155050,12117
155050,20810
155050,6513
155050,20048
155050,3615
155050,9824
155050,19298
155050,8398
155050,11066
155050,21265
155050,10244
155050,20669
155050,14134
105613,4525
73944,10222
84286,8062
103158,14381
103158,1596
103158,15190
103158,20067
103158,1338
202532,6024
97520,21690
97520,5310
97520,14240
72824,4030
72824,14082
72824,1752
72824,20049
72824,4973
72824,269
72824,16848
72824,3262
72824,11965
72824,17724
72824,17955
72824,77
72824,17324
72824,210
72824,14958
72824,16476
72824,19225
72824,5393
72824,10656
72824,12609
72824,2867
72824,16888
72824,19660
72824,11891
72824,14381
72824,10783
72824,8766
72824,96
72824,6535
72824,11734
72824,11273
72824,3986
72824,1973
72824,10868
72824,15348
72824,4270
72824,14099
72824,9346
72824,6434
72824,20272
72824,6868
72824,19961
72824,18183
72824,7940
72824,13908
72824,16894
72824,19754
72824,10416
72824,14506
72824,13735
72824,22152
72824,5140
72824,1314
72824,18887
